frame,x_0,y_0,x_1,y_1,serving,name_1,name_2,score_1,score_2
00023,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00024,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00025,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00026,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00027,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00028,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00029,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00030,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00031,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00032,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00033,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00034,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00035,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00036,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00037,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00038,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00039,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00040,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00041,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00042,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00043,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00044,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00045,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00046,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00047,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00048,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00049,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00050,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00051,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00052,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00053,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00054,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00055,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00056,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00057,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00058,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00059,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00060,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00061,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00062,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00063,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00064,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00065,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00066,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00067,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00068,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00069,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00070,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00071,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00072,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00073,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00074,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00075,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00076,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00077,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00078,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00079,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00080,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00081,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00082,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00083,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00084,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00085,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00086,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00087,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00088,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00089,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00090,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00091,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00092,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00093,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00094,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00095,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00096,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00097,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00098,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00099,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00100,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00101,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00102,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00103,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00104,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00105,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00106,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00107,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00108,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00109,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00110,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00111,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00112,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00113,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00114,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00115,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00116,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00117,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00118,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00119,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00120,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00121,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00122,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00123,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00124,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00125,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00126,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00127,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00128,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00129,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00130,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00131,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00132,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00133,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00134,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00135,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00136,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00137,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00138,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00139,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00140,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00141,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00142,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00143,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00144,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00145,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00146,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00147,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00148,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00149,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00150,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00151,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00152,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00153,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00154,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00155,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00156,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00157,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00158,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00159,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00160,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00161,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00162,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00163,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00164,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00165,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00166,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00167,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00168,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00169,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00170,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00171,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00172,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00173,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00174,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00175,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00176,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00177,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00178,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00179,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00180,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00181,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00182,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00183,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00184,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00185,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00186,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00187,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00188,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00189,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00190,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00191,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00192,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00193,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00194,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00195,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00196,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00197,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00198,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00199,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00200,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00201,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00202,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00203,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00204,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00205,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00206,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00207,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00208,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00209,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00210,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00211,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00212,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00213,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00214,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00215,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00216,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00217,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00218,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00219,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00220,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00221,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00222,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00223,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00224,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00225,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00226,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00227,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00228,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00229,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00230,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00231,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00232,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00233,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00234,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00235,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00236,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00237,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00238,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
00239,194.95,905.89,641.27,997.12,name_2,G. MONFILS,H. ZEBALLOS,0-3-6-1,15-6-3-1
